ماشین,لپ تاپ,تلفن همراه
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پژو 405 SLX', 'رنگ': 'سبز', 'کارکرد (کیلومتر)': 118202, 'سال ساخت': 1392, 'قیمت (تومان)': 500000000, 'توضیحات فروشنده': 'ماشین شرکتی، بدون تصادف، سرویس در تعمیرگاه مرکزی.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Apple MacBook Pro 14', 'رنگ': 'خاکستری', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 2048, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'کامل (شارژر، کیف، دفترچه)', 'قیمت (تومان)': 1042000000, 'توضیحات فروشنده': 'بدنه آلومینیومی، بسیار سبک و مقاوم.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Tecno Spark 10', 'رنگ': 'نقره\u200cای', 'سال تولید': 2023, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': '۸۰ تا ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط گوشی', 'قیمت (تومان)': 5700000, 'توضیحات فروشنده': 'باطری سالم، یکبار هم باز نشده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پژو 405 SLX', 'رنگ': 'نقره\u200cای', 'کارکرد (کیلومتر)': 104585, 'سال ساخت': 1397, 'قیمت (تومان)': 651000000, 'توضیحات فروشنده': 'سرویس روغن و فیلتر تازه انجام شده، دیسک و صفحه نو.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'خوب', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'HP Spectre x360', 'رنگ': 'نقره\u200cای', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 1024, 'وضعیت فیزیکی': 'آکبند', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'فقط شارژر', 'قیمت (تومان)': 475000000, 'توضیحات فروشنده': 'آکبند بازشده، ضمانت باقی\u200cمانده دارد.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Tecno Spark 10', 'رنگ': 'سفید', 'سال تولید': 2023, 'حافظه داخلی (GB)': 64, 'وضعیت فیزیکی': 'استفاده شده ولی سالم', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'گوشی و شارژر', 'قیمت (تومان)': 4100000, 'توضیحات فروشنده': 'تمامی لوازم فابریک، باتری تازه تعویض شده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'ساینا S', 'رنگ': 'قهوه\u200cای', 'کارکرد (کیلومتر)': 93680, 'سال ساخت': 1400, 'قیمت (تومان)': 580000000, 'توضیحات فروشنده': 'دو لکه رنگ در درب عقب، سند تک برگ، بیمه ۹ ماهه.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'خوب', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'MSI GF63', 'رنگ': 'نقره\u200cای', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 1024, 'وضعیت فیزیکی': 'آکبند', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'کامل (شارژر، کیف، دفترچه)', 'قیمت (تومان)': 432000000, 'توضیحات فروشنده': 'برای برنامه\u200cنویسی و گیمینگ مناسب.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Huawei Nova 9', 'رنگ': 'قرمز', 'سال تولید': 2021, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 21400000, 'توضیحات فروشنده': 'صفحه نمایش سالم، خط و خش ندارد.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پژو 206 تیپ 2', 'رنگ': 'خاکستری', 'کارکرد (کیلومتر)': 12024, 'سال ساخت': 1389, 'قیمت (تومان)': 613000000, 'توضیحات فروشنده': 'ماشین شرکتی، بدون تصادف، سرویس در تعمیرگاه مرکزی.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Asus ROG Strix G15', 'رنگ': 'نقره\u200cای', 'سال ساخت': 2022, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 2048, 'وضعیت فیزیکی': 'آکبند', 'سلامت باتری': '۷۰–۸۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'کامل (شارژر، کیف، دفترچه)', 'قیمت (تومان)': 1023000000, 'توضیحات فروشنده': 'کارکرد کم، جعبه و متعلقات کامل.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Xiaomi 12', 'رنگ': 'سبز', 'سال تولید': 2023, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'استفاده شده ولی سالم', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'LCD تعویض شده', 'لوازم جانبی': 'گوشی و شارژر', 'قیمت (تومان)': 23300000, 'توضیحات فروشنده': 'دارای گلس و قاب از روز اول استفاده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'ام وی ام X22', 'رنگ': 'بژ', 'کارکرد (کیلومتر)': 67007, 'سال ساخت': 1397, 'قیمت (تومان)': 1582000000, 'توضیحات فروشنده': 'معاینه فنی برتر، بیمه تا ۱۰ ماه آینده، موتور عالی.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'خوب', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'تمیز'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'LG Gram 17', 'رنگ': 'خاکستری', 'سال ساخت': 2020, 'حافظه RAM (گیگابایت)': 8, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'شارژر و کیف', 'قیمت (تومان)': 896000000, 'توضیحات فروشنده': 'سالم، مناسب دانشجویان و اداری.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Motorola Edge 30', 'رنگ': 'بنفش', 'سال تولید': 2023, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'قاب پشت ترک خورده', 'سلامت باتری': '۸۰ تا ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'کامل (شارژر، هندزفری، جعبه)', 'قیمت (تومان)': 13200000, 'توضیحات فروشنده': 'فقط برای تماس و پیامک استفاده شده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پراید 111', 'رنگ': 'مشکی', 'کارکرد (کیلومتر)': 156682, 'سال ساخت': 1388, 'قیمت (تومان)': 175000000, 'توضیحات فروشنده': 'بدنه بدون رنگ و خط، سرویس\u200cها در نمایندگی، سند دست اول.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'تمیز'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'HP Spectre x360', 'رنگ': 'نقره\u200cای', 'سال ساخت': 2021, 'حافظه RAM (گیگابایت)': 8, 'حافظه ذخیره\u200cسازی (گیگابایت)': 256, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': '۸۰–۹۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'شارژر و کیف', 'قیمت (تومان)': 426000000, 'توضیحات فروشنده': 'آکبند بازشده، ضمانت باقی\u200cمانده دارد.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Google Pixel 7a', 'رنگ': 'نقره\u200cای', 'سال تولید': 2023, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط گوشی', 'قیمت (تومان)': 29000000, 'توضیحات فروشنده': 'گوشی بسیار تمیز، استفاده شخصی، بدون تعمیر.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'دنا معمولی', 'رنگ': 'مشکی', 'کارکرد (کیلومتر)': 157054, 'سال ساخت': 1402, 'قیمت (تومان)': 1122000000, 'توضیحات فروشنده': 'لاستیک\u200cها ۹۰٪، تعویض روغن تازه، موتور کاملاً بی\u200cصدا.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'خوب', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'تمیز'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'MSI GF63', 'رنگ': 'مشکی', 'سال ساخت': 2021, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'کامل (شارژر، کیف، دفترچه)', 'قیمت (تومان)': 523000000, 'توضیحات فروشنده': 'فقط یک لکه رنگ جزئی روی قاب، فنی سالم.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'iPhone 13', 'رنگ': 'بنفش', 'سال تولید': 2023, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': '۸۰ تا ۹۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'فقط گوشی', 'قیمت (تومان)': 43400000, 'توضیحات فروشنده': 'فروش فوری، گوشی کاملاً سالم.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'برلیانس H330', 'رنگ': 'خاکستری', 'کارکرد (کیلومتر)': 87529, 'سال ساخت': 1396, 'قیمت (تومان)': 1047000000, 'توضیحات فروشنده': 'کارکرد واقعی، موتور تازه تعمیر، با ضمانت.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Apple MacBook Air M1', 'رنگ': 'خاکستری', 'سال ساخت': 2021, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 256, 'وضعیت فیزیکی': 'آکبند', 'سلامت باتری': '۷۰–۸۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'کامل (شارژر، کیف، دفترچه)', 'قیمت (تومان)': 674000000, 'توضیحات فروشنده': 'لپ\u200cتاپ شخصی، استفاده اندک، بدون هیچ تعمیر.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Huawei P30', 'رنگ': 'بنفش', 'سال تولید': 2021, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'گوشی و شارژر', 'قیمت (تومان)': 12000000, 'توضیحات فروشنده': 'باطری سالم، یکبار هم باز نشده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'چری آریزو 5', 'رنگ': 'سبز', 'کارکرد (کیلومتر)': 38316, 'سال ساخت': 1402, 'قیمت (تومان)': 2285000000, 'توضیحات فروشنده': 'تک مالک، بدون رنگ، بیمه تازه تمدید شده، فنی سالم.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'خوب', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Asus ROG Strix G15', 'رنگ': 'مشکی', 'سال ساخت': 2024, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 1024, 'وضعیت فیزیکی': 'آکبند', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط لپ\u200cتاپ', 'قیمت (تومان)': 1039000000, 'توضیحات فروشنده': 'کیبورد نورانی، مناسب کار شبانه.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'OnePlus Nord 2', 'رنگ': 'مشکی', 'سال تولید': 2021, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'قاب پشت ترک خورده', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'LCD تعویض شده', 'لوازم جانبی': 'گوشی و شارژر', 'قیمت (تومان)': 12800000, 'توضیحات فروشنده': 'مناسب هدیه، ظاهر بسیار تمیز و شیک.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'کوییک', 'رنگ': 'سبز', 'کارکرد (کیلومتر)': 147390, 'سال ساخت': 1399, 'قیمت (تومان)': 571000000, 'توضیحات فروشنده': 'سقف و ستون سالم، جلوبندی بدون ایراد، فقط مصرف شخصی.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'تمیز'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'MSI GF63', 'رنگ': 'سفید', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 8, 'حافظه ذخیره\u200cسازی (گیگابایت)': 256, 'وضعیت فیزیکی': 'استفاده\u200cشده ولی سالم', 'سلامت باتری': '۸۰–۹۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'فقط شارژر', 'قیمت (تومان)': 789000000, 'توضیحات فروشنده': 'به دلیل ارتقا می\u200cفروشم، سالم و تمیز.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Motorola Edge 30', 'رنگ': 'قرمز', 'سال تولید': 2022, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'قاب پشت ترک خورده', 'سلامت باتری': '۷۰ تا ۸۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط گوشی', 'قیمت (تومان)': 12800000, 'توضیحات فروشنده': 'هدیه گرفته\u200cام، استفاده نکردم.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پژو پارس', 'رنگ': 'سبز', 'کارکرد (کیلومتر)': 37911, 'سال ساخت': 1396, 'قیمت (تومان)': 415000000, 'توضیحات فروشنده': 'بدنه بدون رنگ و خط، سرویس\u200cها در نمایندگی، سند دست اول.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'LG Gram 17', 'رنگ': 'سفید', 'سال ساخت': 2022, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 1024, 'وضعیت فیزیکی': 'آکبند', 'سلامت باتری': '۸۰–۹۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'فقط شارژر', 'قیمت (تومان)': 776000000, 'توضیحات فروشنده': 'برای برنامه\u200cنویسی و گیمینگ مناسب.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Sony Xperia 10 III', 'رنگ': 'قرمز', 'سال تولید': 2021, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'استفاده شده ولی سالم', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 19800000, 'توضیحات فروشنده': 'با جعبه و وسایل کامل، به علت نیاز مالی می\u200cفروشم.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'تندر 90', 'رنگ': 'نقره\u200cای', 'کارکرد (کیلومتر)': 59671, 'سال ساخت': 1393, 'قیمت (تومان)': 905000000, 'توضیحات فروشنده': 'رنگ فابریک کارخانه، لاستیک\u200cها نو، تمام سرویس\u200cها انجام شده.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'تمیز'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Acer Nitro 5', 'رنگ': 'مشکی', 'سال ساخت': 2021, 'حافظه RAM (گیگابایت)': 8, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': '۸۰–۹۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'شارژر و کیف', 'قیمت (تومان)': 680000000, 'توضیحات فروشنده': 'لپ\u200cتاپ شخصی، استفاده اندک، بدون هیچ تعمیر.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Honor 50', 'رنگ': 'نقره\u200cای', 'سال تولید': 2023, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط گوشی', 'قیمت (تومان)': 11100000, 'توضیحات فروشنده': 'بدون هیچ تعمیر، تمام قسمت\u200cها اورجینال.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'رانا پلاس', 'رنگ': 'قهوه\u200cای', 'کارکرد (کیلومتر)': 87625, 'سال ساخت': 1399, 'قیمت (تومان)': 629000000, 'توضیحات فروشنده': 'لاستیک\u200cها ۹۰٪، تعویض روغن تازه، موتور کاملاً بی\u200cصدا.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Lenovo Legion 5', 'رنگ': 'مشکی', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 1024, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط لپ\u200cتاپ', 'قیمت (تومان)': 718000000, 'توضیحات فروشنده': 'لپ\u200cتاپ شخصی، استفاده اندک، بدون هیچ تعمیر.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Huawei Nova 9', 'رنگ': 'آبی', 'سال تولید': 2021, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'کامل (شارژر، هندزفری، جعبه)', 'قیمت (تومان)': 16500000, 'توضیحات فروشنده': 'تمامی لوازم فابریک، باتری تازه تعویض شده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'ساینا S', 'رنگ': 'قرمز', 'کارکرد (کیلومتر)': 84917, 'سال ساخت': 1399, 'قیمت (تومان)': 535000000, 'توضیحات فروشنده': 'دو لکه رنگ جزئی، سند تک برگ، تمامی مدارک آماده انتقال.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'خوب', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'HP Spectre x360', 'رنگ': 'قرمز', 'سال ساخت': 2022, 'حافظه RAM (گیگابایت)': 8, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'استفاده\u200cشده ولی سالم', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر', 'قیمت (تومان)': 702000000, 'توضیحات فروشنده': 'محصول شرکتی، فاکتور و گارانتی دارد.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'OnePlus 8T', 'رنگ': 'مشکی', 'سال تولید': 2021, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'LCD تعویض شده', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 23300000, 'توضیحات فروشنده': 'دارای گلس و قاب از روز اول استفاده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پژو پارس TU5', 'رنگ': 'قرمز', 'کارکرد (کیلومتر)': 55881, 'سال ساخت': 1394, 'قیمت (تومان)': 661000000, 'توضیحات فروشنده': 'رنگ فابریک کارخانه، لاستیک\u200cها نو، تمام سرویس\u200cها انجام شده.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Dell XPS 13', 'رنگ': 'آبی', 'سال ساخت': 2020, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 1024, 'وضعیت فیزیکی': 'آکبند', 'سلامت باتری': '۷۰–۸۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر', 'قیمت (تومان)': 593000000, 'توضیحات فروشنده': 'بدون کوچک\u200cترین ایراد، همه چیز اورجینال.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Samsung Galaxy Note 10', 'رنگ': 'سفید', 'سال تولید': 2019, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'گوشی و شارژر', 'قیمت (تومان)': 18300000, 'توضیحات فروشنده': 'مناسب هدیه، ظاهر بسیار تمیز و شیک.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'کوییک R', 'رنگ': 'قهوه\u200cای', 'کارکرد (کیلومتر)': 153595, 'سال ساخت': 1402, 'قیمت (تومان)': 607000000, 'توضیحات فروشنده': 'گیربکس و موتور عالی، بدون سروصدا، کولر و بخاری سالم.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'تمیز'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Apple MacBook Air M1', 'رنگ': 'سفید', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 256, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط لپ\u200cتاپ', 'قیمت (تومان)': 638000000, 'توضیحات فروشنده': 'صفحه\u200cکلید بدون فرسایش، تاچ\u200cپد دقیق.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Huawei Y9a', 'رنگ': 'طلایی', 'سال تولید': 2021, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'کامل (شارژر، هندزفری، جعبه)', 'قیمت (تومان)': 7700000, 'توضیحات فروشنده': 'گوشی بسیار تمیز، استفاده شخصی، بدون تعمیر.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'ام وی ام X22', 'رنگ': 'قرمز', 'کارکرد (کیلومتر)': 59662, 'سال ساخت': 1402, 'قیمت (تومان)': 1486000000, 'توضیحات فروشنده': 'گیربکس اتومات سالم، شتاب عالی، سرویس\u200cها کامل انجام شده.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Apple MacBook Pro 14', 'رنگ': 'مشکی', 'سال ساخت': 2021, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'استفاده\u200cشده ولی سالم', 'سلامت باتری': '۸۰–۹۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'فقط لپ\u200cتاپ', 'قیمت (تومان)': 1188000000, 'توضیحات فروشنده': 'SSD پلمپ، حافظه بالا، شتاب فوق\u200cالعاده.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Nokia 5.4', 'رنگ': 'سفید', 'سال تولید': 2022, 'حافظه داخلی (GB)': 64, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': '۷۰ تا ۸۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 6200000, 'توضیحات فروشنده': 'با جعبه و وسایل کامل، به علت نیاز مالی می\u200cفروشم.'}"
